Date,Cloud Provider,Service,Department,Project,Region,Environment,Cost,Usage,Unit,Cost Center,Year,Month,Quarter,Month-Year,Optimization Status,Potential Savings
12/1/2024,AWS,Lambda,Sales,Lead Scoring,us-east-1,Production,152.66,763312442.4,requests,SAL-359,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Sales,Lead Scoring,us-west-2,Production,187.02,935119693.4,requests,SAL-464,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Sales,Lead Scoring,ap-southeast-1,Production,108.77,543841622.6,requests,SAL-329,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Sales,Lead Scoring,us-east-1,Production,120.29,562.87,units,SAL-165,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Sales,Lead Scoring,eu-west-1,Development,29.87,74.73,units,SAL-260,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Sales,Lead Scoring,us-east-1,Production,263.7,1670.58,units,SAL-450,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Sales,Lead Scoring,us-west-2,Staging,74.23,211.64,units,SAL-797,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Sales,Lead Scoring,eu-west-1,Production,304.77,2784.47,units,SAL-880,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Sales,Lead Scoring,ap-southeast-1,Production,285.39,624.37,units,SAL-130,2024,12,4,2024-12,Reserved Instance Candidate,91.43
12/1/2024,AWS,Data Transfer,Sales,Lead Scoring,us-east-1,Staging,66.97,173.81,units,SAL-709,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Sales,Lead Scoring,us-west-2,Production,161.43,441.56,units,SAL-162,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Sales,Lead Scoring,ap-southeast-1,Production,283.16,829.08,units,SAL-909,2024,12,4,2024-12,Reserved Instance Candidate,112.94
12/1/2024,AWS,ElastiCache,Sales,Lead Scoring,us-east-1,Development,38.82,226.06,units,SAL-714,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Sales,Lead Scoring,eu-west-1,Production,327.16,1234.85,units,SAL-740,2024,12,4,2024-12,Reserved Instance Candidate,108.78
12/1/2024,AWS,EC2,Finance,ERP,us-east-1,Production,863.8,8638.05,instance-hours,FIN-491,2024,12,4,2024-12,Reserved Instance Candidate,314.78
12/1/2024,AWS,EC2,Finance,ERP,us-west-2,Production,517.03,5170.25,instance-hours,FIN-329,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Finance,ERP,eu-west-1,Testing,180.15,1801.55,instance-hours,FIN-880,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Finance,ERP,ap-southeast-1,Production,1035.4,10354.04,instance-hours,FIN-297,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Finance,ERP,us-east-1,Staging,52.33,2275.43,GB-month,FIN-106,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Finance,ERP,eu-west-1,Development,29.76,1294.01,GB-month,FIN-528,2024,12,4,2024-12,Right-sizing Opportunity,11.38
12/1/2024,AWS,RDS,Finance,ERP,eu-west-1,Production,597.13,2063.82,units,FIN-783,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Finance,ERP,ap-southeast-1,Production,685.4,7023.58,units,FIN-478,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Finance,ERP,us-west-2,Development,36.89,184444105.1,requests,FIN-114,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Finance,ERP,eu-west-1,Production,152.86,764305638.5,requests,FIN-749,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,ERP,eu-west-1,Production,125.52,399.9,units,FIN-437,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,ERP,ap-southeast-1,Staging,33.4,105.07,units,FIN-273,2024,12,4,2024-12,Potential Waste,25.19
12/1/2024,AWS,EBS,Finance,ERP,us-east-1,Production,213.46,727.52,units,FIN-548,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,ERP,us-west-2,Production,213.99,1557.6,units,FIN-986,2024,12,4,2024-12,Reserved Instance Candidate,68.32
12/1/2024,AWS,EBS,Finance,ERP,eu-west-1,Staging,86.04,240.82,units,FIN-305,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,ERP,ap-southeast-1,Staging,53.35,161.19,units,FIN-494,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Finance,ERP,eu-west-1,Production,306.09,2132.25,units,FIN-345,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Finance,ERP,ap-southeast-1,Production,301.19,827.18,units,FIN-986,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Finance,Financial Reporting,us-west-2,Development,264.91,2649.08,instance-hours,FIN-461,2024,12,4,2024-12,Right-sizing Opportunity,84.47
12/1/2024,AWS,EC2,Finance,Financial Reporting,ap-southeast-1,Production,1026.77,10267.69,instance-hours,FIN-764,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Finance,Financial Reporting,us-west-2,Production,162.3,7056.35,GB-month,FIN-696,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Finance,Financial Reporting,us-west-2,Production,634.84,4456.41,units,FIN-967,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Finance,Financial Reporting,eu-west-1,Production,644.98,7468.49,units,FIN-887,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Finance,Financial Reporting,ap-southeast-1,Development,76.73,199.48,units,FIN-408,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Finance,Financial Reporting,us-west-2,Production,99.59,497935387.5,requests,FIN-841,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,Financial Reporting,eu-west-1,Development,18.55,89.91,units,FIN-960,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,Financial Reporting,ap-southeast-1,Staging,34.63,139.09,units,FIN-414,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Financial Reporting,us-east-1,Production,250.91,3883.92,units,FIN-556,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Financial Reporting,us-west-2,Production,296.66,754.47,units,FIN-649,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Financial Reporting,eu-west-1,Development,57.27,817.32,units,FIN-513,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Financial Reporting,ap-southeast-1,Development,57.89,509.12,units,FIN-585,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,Financial Reporting,us-west-2,Staging,44.01,174.16,units,FIN-164,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,Financial Reporting,eu-west-1,Staging,45.31,92.3,units,FIN-177,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,Financial Reporting,ap-southeast-1,Development,25.26,123.25,units,FIN-525,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Finance,Financial Reporting,eu-west-1,Production,281.46,826.79,units,FIN-506,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Finance,Compliance,us-east-1,Development,262.62,2626.2,instance-hours,FIN-758,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Finance,Compliance,eu-west-1,Testing,129.28,1292.8,instance-hours,FIN-276,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Finance,Compliance,us-east-1,Production,292.39,12712.76,GB-month,FIN-419,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Finance,Compliance,us-west-2,Testing,31.51,1370.21,GB-month,FIN-745,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Finance,Compliance,eu-west-1,Production,292.82,12731.37,GB-month,FIN-514,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Finance,Compliance,us-west-2,Production,540.3,1094.64,units,FIN-566,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Finance,Compliance,eu-west-1,Development,83.23,1510.99,units,FIN-374,2024,12,4,2024-12,Right-sizing Opportunity,23.48
12/1/2024,AWS,RDS,Finance,Compliance,ap-southeast-1,Staging,190.19,807.5,units,FIN-244,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Finance,Compliance,us-east-1,Staging,49.3,246496232.5,requests,FIN-808,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Finance,Compliance,us-west-2,Testing,22.73,113645310.2,requests,FIN-254,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Finance,Compliance,eu-west-1,Production,111.07,555363749.8,requests,FIN-126,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,Compliance,us-east-1,Development,22.23,186.58,units,FIN-552,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,Compliance,us-west-2,Production,97.77,1339.33,units,FIN-392,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,Compliance,eu-west-1,Development,20.73,54.47,units,FIN-167,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Finance,Compliance,ap-southeast-1,Production,135.69,273.56,units,FIN-978,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Compliance,us-east-1,Production,309.96,4731.85,units,FIN-679,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Compliance,us-west-2,Production,335.41,852.87,units,FIN-101,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Compliance,eu-west-1,Production,285.08,1220.67,units,FIN-768,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Finance,Compliance,ap-southeast-1,Staging,83.55,782.76,units,FIN-991,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,Compliance,us-east-1,Production,122.18,287.21,units,FIN-984,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,Compliance,us-west-2,Production,166.1,1563.17,units,FIN-509,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Finance,Compliance,ap-southeast-1,Production,0.68,49,units,FIN-328,2024,12,4,2024-12,Reserved Instance Candidate,0.24
12/1/2024,AWS,ElastiCache,Finance,Compliance,us-west-2,Staging,69.21,186.3,units,FIN-841,2024,12,4,2024-12,Reserved Instance Candidate,25.22
12/1/2024,AWS,EC2,HR,HRIS,us-east-1,Production,1093.5,10934.95,instance-hours,HR-445,2024,12,4,2024-12,Reserved Instance Candidate,373.27
12/1/2024,AWS,EC2,HR,HRIS,ap-southeast-1,Development,262.12,2621.2,instance-hours,HR-710,2024,12,4,2024-12,Right-sizing Opportunity,101.76
12/1/2024,AWS,S3,HR,HRIS,us-east-1,Staging,63.65,2767.28,GB-month,HR-784,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,HR,HRIS,us-west-2,Production,629.06,1774.95,units,HR-591,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,HR,HRIS,eu-west-1,Production,402.39,1210.59,units,HR-228,2024,12,4,2024-12,Reserved Instance Candidate,145.87
12/1/2024,AWS,RDS,HR,HRIS,ap-southeast-1,Production,592.79,19664.32,units,HR-372,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,HR,HRIS,us-west-2,Production,49.06,245280639.5,requests,HR-497,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,HR,HRIS,ap-southeast-1,Development,15.65,32.15,units,HR-547,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,HR,HRIS,us-east-1,Production,287.75,899.15,units,HR-952,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,HR,HRIS,us-west-2,Staging,112.57,310.56,units,HR-693,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,HR,HRIS,eu-west-1,Production,321.14,960.82,units,HR-298,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,HR,HRIS,ap-southeast-1,Staging,56.36,289.41,units,HR-826,2024,12,4,2024-12,Potential Waste,33.95
12/1/2024,AWS,ElastiCache,HR,HRIS,us-west-2,Development,52.11,176.96,units,HR-250,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,HR,Recruiting Platform,us-west-2,Development,176.21,1762.06,instance-hours,HR-372,2024,12,4,2024-12,Right-sizing Opportunity,55.96
12/1/2024,AWS,EC2,HR,Recruiting Platform,eu-west-1,Testing,140.71,1407.13,instance-hours,HR-757,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,HR,Recruiting Platform,us-west-2,Staging,73.01,3174.39,GB-month,HR-594,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,HR,Recruiting Platform,eu-west-1,Production,162.08,7047.17,GB-month,HR-689,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,HR,Recruiting Platform,ap-southeast-1,Production,250.8,10904.32,GB-month,HR-591,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,HR,Recruiting Platform,us-east-1,Production,563.04,7235.34,units,HR-118,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,HR,Recruiting Platform,us-west-2,Production,671.92,2238.97,units,HR-617,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,HR,Recruiting Platform,eu-west-1,Development,136.82,281.37,units,HR-954,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,HR,Recruiting Platform,us-east-1,Development,9.89,49439895.82,requests,HR-899,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,HR,Recruiting Platform,eu-west-1,Production,95.8,429.72,units,HR-870,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,HR,Recruiting Platform,ap-southeast-1,Staging,26.44,132.03,units,HR-135,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,HR,Recruiting Platform,us-west-2,Development,38.11,88.86,units,HR-106,2024,12,4,2024-12,Right-sizing Opportunity,10.4
12/1/2024,AWS,EBS,HR,Recruiting Platform,ap-southeast-1,Testing,35.58,249.97,units,HR-530,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,HR,Recruiting Platform,us-east-1,Production,323.67,915.99,units,HR-305,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,HR,Recruiting Platform,us-west-2,Development,44.2,306.18,units,HR-346,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,HR,Recruiting Platform,eu-west-1,Testing,44.15,175.28,units,HR-300,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,HR,Recruiting Platform,ap-southeast-1,Development,46.66,743.21,units,HR-452,2024,12,4,2024-12,Right-sizing Opportunity,10.76
12/1/2024,AWS,ElastiCache,HR,Recruiting Platform,us-east-1,Production,222.76,697.52,units,HR-771,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,HR,Recruiting Platform,eu-west-1,Production,241.6,700.57,units,HR-709,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Monitoring,us-east-1,Production,1318.93,13189.27,instance-hours,OPE-736,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Monitoring,eu-west-1,Development,253.63,2536.34,instance-hours,OPE-340,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Monitoring,ap-southeast-1,Production,926.87,9268.65,instance-hours,OPE-758,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Operations,Monitoring,us-east-1,Testing,23.47,1020.63,GB-month,OPE-682,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Operations,Monitoring,us-west-2,Testing,55.74,2423.7,GB-month,OPE-946,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Operations,Monitoring,eu-west-1,Staging,65.36,2841.87,GB-month,OPE-655,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Operations,Monitoring,us-west-2,Staging,170.6,7298.48,units,OPE-999,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Operations,Monitoring,ap-southeast-1,Staging,182.41,2912.42,units,OPE-184,2024,12,4,2024-12,Reserved Instance Candidate,59.4
12/1/2024,AWS,Lambda,Operations,Monitoring,us-east-1,Testing,20.24,101218804.3,requests,OPE-777,2024,12,4,2024-12,Right-sizing Opportunity,5.46
12/1/2024,AWS,Lambda,Operations,Monitoring,us-west-2,Development,31.36,156808485.9,requests,OPE-118,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Operations,Monitoring,ap-southeast-1,Staging,67.92,339622674.1,requests,OPE-472,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Monitoring,us-east-1,Production,291.49,25432.62,units,OPE-697,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Monitoring,us-west-2,Testing,34.41,179.15,units,OPE-442,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Monitoring,eu-west-1,Staging,86.78,178,units,OPE-129,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Monitoring,ap-southeast-1,Production,271.18,699.22,units,OPE-542,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Monitoring,us-east-1,Development,67.21,205.57,units,OPE-804,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Monitoring,eu-west-1,Development,64.57,410.71,units,OPE-710,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Monitoring,ap-southeast-1,Production,267.2,1838,units,OPE-817,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Support Tools,us-east-1,Production,690.98,6909.8,instance-hours,OPE-199,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Support Tools,eu-west-1,Production,708.75,7087.52,instance-hours,OPE-834,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Support Tools,ap-southeast-1,Development,225.22,2252.23,instance-hours,OPE-883,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Operations,Support Tools,us-west-2,Development,47.86,2080.76,GB-month,OPE-900,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Operations,Support Tools,eu-west-1,Production,207.41,9017.72,GB-month,OPE-755,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,S3,Operations,Support Tools,ap-southeast-1,Production,202.67,8811.94,GB-month,OPE-680,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Operations,Support Tools,us-east-1,Production,544.72,2083.73,units,OPE-894,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Operations,Support Tools,us-west-2,Staging,178.74,436.99,units,OPE-509,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Operations,Support Tools,eu-west-1,Staging,115.26,364.75,units,OPE-794,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Operations,Support Tools,us-east-1,Testing,12.54,62718220.6,requests,OPE-952,2024,12,4,2024-12,Right-sizing Opportunity,4.99
12/1/2024,AWS,Lambda,Operations,Support Tools,us-west-2,Staging,33.59,167970650.8,requests,OPE-487,2024,12,4,2024-12,Potential Waste,21.92
12/1/2024,AWS,Lambda,Operations,Support Tools,eu-west-1,Development,44.33,221665289.4,requests,OPE-367,2024,12,4,2024-12,Right-sizing Opportunity,13.1
12/1/2024,AWS,CloudFront,Operations,Support Tools,us-east-1,Production,89.3,298.59,units,OPE-133,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Operations,Support Tools,eu-west-1,Staging,35.15,118.1,units,OPE-246,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Operations,Support Tools,ap-southeast-1,Testing,17.77,64.72,units,OPE-749,2024,12,4,2024-12,Right-sizing Opportunity,5.41
12/1/2024,AWS,EBS,Operations,Support Tools,us-east-1,Staging,112.96,1046.44,units,OPE-832,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Support Tools,eu-west-1,Production,374.43,17321.46,units,OPE-563,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Support Tools,ap-southeast-1,Development,59.1,693.93,units,OPE-477,2024,12,4,2024-12,Right-sizing Opportunity,16.31
12/1/2024,AWS,Data Transfer,Operations,Support Tools,eu-west-1,Staging,48.06,300.59,units,OPE-463,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Data Transfer,Operations,Support Tools,ap-southeast-1,Production,149.63,1120.95,units,OPE-569,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Support Tools,us-west-2,Production,248.96,510.4,units,OPE-840,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Support Tools,eu-west-1,Staging,71.66,1059.75,units,OPE-380,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Support Tools,ap-southeast-1,Production,290.54,6423.63,units,OPE-203,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Infrastructure,us-east-1,Development,252.48,2524.77,instance-hours,OPE-495,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Infrastructure,us-west-2,Development,264.01,2640.12,instance-hours,OPE-102,2024,12,4,2024-12,Reserved Instance Candidate,85.82
12/1/2024,AWS,EC2,Operations,Infrastructure,eu-west-1,Production,1544.54,15445.39,instance-hours,OPE-939,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EC2,Operations,Infrastructure,ap-southeast-1,Development,349.51,3495.06,instance-hours,OPE-211,2024,12,4,2024-12,Right-sizing Opportunity,92.06
12/1/2024,AWS,RDS,Operations,Infrastructure,us-west-2,Production,609.06,1388.66,units,OPE-696,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,RDS,Operations,Infrastructure,eu-west-1,Production,696.49,4196.2,units,OPE-354,2024,12,4,2024-12,Reserved Instance Candidate,261.69
12/1/2024,AWS,Lambda,Operations,Infrastructure,us-east-1,Production,128.45,642227858.1,requests,OPE-469,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,Lambda,Operations,Infrastructure,us-west-2,Production,220.32,1101601397,requests,OPE-203,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,CloudFront,Operations,Infrastructure,ap-southeast-1,Production,141.85,3484.92,units,OPE-960,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Infrastructure,us-east-1,Production,359.23,4900.24,units,OPE-441,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Infrastructure,us-west-2,Production,304.57,1203.04,units,OPE-541,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,EBS,Operations,Infrastructure,eu-west-1,Production,258.98,606.52,units,OPE-627,2024,12,4,2024-12,Reserved Instance Candidate,81.59
12/1/2024,AWS,Data Transfer,Operations,Infrastructure,us-east-1,Development,21.73,762.24,units,OPE-515,2024,12,4,2024-12,Reserved Instance Candidate,7.29
12/1/2024,AWS,Data Transfer,Operations,Infrastructure,ap-southeast-1,Staging,55.38,135.55,units,OPE-234,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Infrastructure,us-east-1,Development,68.35,321.92,units,OPE-831,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Infrastructure,us-west-2,Staging,73.61,160.28,units,OPE-965,2024,12,4,2024-12,Optimized,0
12/1/2024,AWS,ElastiCache,Operations,Infrastructure,ap-southeast-1,Production,302.65,846.07,units,OPE-324,2024,12,4,2024-12,Optimized,0
1/1/2023,GCP,Compute Engine,Engineering,Core Platform,us-west1,Production,1080.87,13510.91,instance-hours,ENG-693,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Compute Engine,Engineering,Core Platform,asia-southeast1,Production,789.1,9863.7,instance-hours,ENG-499,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud Storage,Engineering,Core Platform,europe-west1,Staging,68.1,3404.9,GB-month,ENG-762,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,BigQuery,Engineering,Core Platform,us-west1,Production,0,0,TB processed,ENG-400,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,BigQuery,Engineering,Core Platform,europe-west1,Production,246.69,49.34,TB processed,ENG-273,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,BigQuery,Engineering,Core Platform,asia-southeast1,Staging,87.91,17.58,TB processed,ENG-867,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud Functions,Engineering,Core Platform,us-central1,Staging,21.74,83.34,units,ENG-421,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud SQL,Engineering,Core Platform,europe-west1,Development,75.5,492.78,units,ENG-729,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud CDN,Engineering,Core Platform,europe-west1,Staging,27.75,154.14,units,ENG-336,2023,1,1,2023-01,Potential Waste,20
1/1/2023,GCP,Cloud CDN,Engineering,Core Platform,asia-southeast1,Production,94.75,515.51,units,ENG-283,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Persistent Disk,Engineering,Core Platform,us-central1,Development,48.27,239.8,units,ENG-578,2023,1,1,2023-01,Right-sizing Opportunity,16.44
1/1/2023,GCP,Persistent Disk,Engineering,Core Platform,us-west1,Testing,26.2,68.61,units,ENG-952,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Compute Engine,Engineering,Mobile App,asia-southeast1,Production,547.3,6841.21,instance-hours,ENG-193,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,BigQuery,Engineering,Mobile App,us-central1,Production,491.07,98.21,TB processed,ENG-352,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,BigQuery,Engineering,Mobile App,europe-west1,Production,336.12,67.22,TB processed,ENG-303,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,BigQuery,Engineering,Mobile App,asia-southeast1,Production,194.21,38.84,TB processed,ENG-370,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud Functions,Engineering,Mobile App,us-west1,Staging,44.91,583.92,units,ENG-647,2023,1,1,2023-01,Potential Waste,30.25
1/1/2023,GCP,Cloud Functions,Engineering,Mobile App,europe-west1,Production,167.98,469.81,units,ENG-732,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud Functions,Engineering,Mobile App,asia-southeast1,Testing,26.24,66.32,units,ENG-493,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud SQL,Engineering,Mobile App,us-central1,Production,369.46,1406.57,units,ENG-836,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud SQL,Engineering,Mobile App,us-west1,Production,393.12,1548.94,units,ENG-961,2023,1,1,2023-01,Reserved Instance Candidate,148.96
1/1/2023,GCP,Cloud SQL,Engineering,Mobile App,europe-west1,Development,86.64,219.27,units,ENG-350,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud SQL,Engineering,Mobile App,asia-southeast1,Production,324.8,1057.3,units,ENG-488,2023,1,1,2023-01,Optimized,0
1/1/2023,GCP,Cloud CDN,Engineering,Mobile App,us-central1,Production,110.2,3278.05,units,ENG-161,2023,1,1,2023-01,Optimized,0
